,MessageID,MessageType,MessageTimeLeft,MessageTimeReceived,MessageDelay,MessageRoute,MessageTarget
0,34_7,Real,6.564644621716913,8.39272779366825,"[0.7438657954350708, 0.27755256350513774, 0]","[Client id: 34, ( id: 9, corrupt: False ), Client id: 81]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,13_2,Real,0.5262686540166566,8.39272779366825,"[0.05669291883077917, 0.2529934301732539, 0]","[Client id: 13, ( id: 9, corrupt: False ), Client id: 60]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,36_12,Real,7.102361432523831,8.39272779366825,"[0.5294397286757431, 0.4975651682063714, 0]","[Client id: 36, ( id: 9, corrupt: False ), Client id: 69]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3,94_8,Real,7.999780665322135,8.39272779366825,"[2.225336922887589, 0.21952024415184512, 0]","[Client id: 94, ( id: 9, corrupt: False ), Client id: 46]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,90_3,Real,2.9414536107893476,8.39272779366825,"[0.11350228077110094, 0.2980388138174592, 0]","[Client id: 90, ( id: 9, corrupt: False ), Client id: 89]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,74_8,Real,7.766324205264261,8.39272779366825,"[0.2615767932729221, 3.0178405547824774, 0]","[Client id: 74, ( id: 9, corrupt: False ), Client id: 91]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,82_8,Real,7.208869006888353,8.39272779366825,"[0.4257578851024114, 0.12047922252373973, 0]","[Client id: 82, ( id: 9, corrupt: False ), Client id: 80]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7,87_10,Real,3.242770197212216,8.39272779366825,"[1.2034378779730144, 1.3348944354020784, 0]","[Client id: 87, ( id: 9, corrupt: False ), Client id: 53]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,16_4,Real,2.7751134142725054,8.39272779366825,"[0.8145529725766133, 0.765686531508728, 0]","[Client id: 16, ( id: 9, corrupt: False ), Client id: 77]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,95_12,Real,6.231831022801167,8.39272779366825,"[1.0267583112280187, 1.8894652217153856, 0]","[Client id: 95, ( id: 9, corrupt: False ), Client id: 81]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,95_14,Real,7.5723056772083215,8.518197455906064,"[1.2845220907212487, 0.7057576988340156, 0]","[Client id: 95, ( id: 7, corrupt: False ), Client id: 57]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,30_3,Real,3.5949242898189113,8.518197455906064,"[1.4248234909084552, 0.6432339295305248, 0]","[Client id: 30, ( id: 7, corrupt: False ), Client id: 65]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,15_3,Real,6.567783586647602,8.518197455906064,"[3.7648013648893204, 3.1322072077034533, 0]","[Client id: 15, ( id: 7, corrupt: False ), Client id: 53]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
13,70_2,Real,3.1774876958369616,8.518197455906064,"[2.110224072415075, 0.06546703409542083, 0]","[Client id: 70, ( id: 7, corrupt: False ), Client id: 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14,55_8,Real,6.669082052713582,8.518197455906064,"[1.6887366769340881, 0.023231206338203518, 0]","[Client id: 55, ( id: 7, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15,61_5,Real,3.3798020781754388,8.518197455906064,"[0.16119363641742296, 0.11558266251558326, 0]","[Client id: 61, ( id: 7, corrupt: False ), Client id: 78]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,94_5,Real,3.7715272498485057,8.518197455906064,"[0.6312707364751202, 0.14743384145731478, 0]","[Client id: 94, ( id: 7, corrupt: False ), Client id: 58]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17,42_3,Real,2.976955777243231,8.518197455906064,"[1.3606510397101235, 1.127027614986223, 0]","[Client id: 42, ( id: 7, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18,5_9,Real,8.323344458325993,8.518197455906064,"[2.5083461841554855, 0.43017233785937764, 0]","[Client id: 5, ( id: 7, corrupt: False ), Client id: 57]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19,48_3,Real,3.34894581458888,8.518197455906064,"[0.13382862429018308, 0.7495108687958112, 0]","[Client id: 48, ( id: 7, corrupt: False ), Client id: 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,81_8,Real,6.642099902083035,8.669904123902437,"[1.1109391703724967, 1.775594811802068, 0]","[Client id: 81, ( id: 8, corrupt: False ), Client id: 87]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,56_1,Real,2.127531101566147,8.669904123902437,"[2.127531101566147, 0.10530292914223958, 0]","[Client id: 56, ( id: 8, corrupt: False ), Client id: 34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,13_8,Real,3.407527856881831,8.669904123902437,"[0.006507658914499392, 0.39490335815276506, 0]","[Client id: 13, ( id: 8, corrupt: False ), Client id: 47]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,99_7,Real,3.6806247226540845,8.669904123902437,"[0.05026387651502046, 0.43480018670708087, 0]","[Client id: 99, ( id: 8, corrupt: False ), Client id: 71]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,36_10,Real,6.406787904363764,8.669904123902437,"[0.9188836905552996, 2.1885457430550344, 0]","[Client id: 36, ( id: 8, corrupt: False ), Client id: 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25,92_5,Real,3.6699824857243115,8.669904123902437,"[0.5201591880647856, 0.5486938098035549, 0]","[Client id: 92, ( id: 8, corrupt: False ), Client id: 61]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,64_5,Real,6.147183610246644,8.669904123902437,"[3.3059219442023937, 0.7048320151435016, 0]","[Client id: 64, ( id: 8, corrupt: False ), Client id: 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
27,98_5,Real,3.443544446130742,8.669904123902437,"[0.8914992313506326, 1.7074533774461185, 0]","[Client id: 98, ( id: 8, corrupt: False ), Client id: 73]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
28,25_7,Real,8.310053874003515,8.669904123902437,"[1.48265336269952, 1.2021637039966444, 0]","[Client id: 25, ( id: 8, corrupt: False ), Client id: 58]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29,50_5,Real,5.978940929235593,8.669904123902437,"[0.6499692924290619, 2.6403235507240215, 0]","[Client id: 50, ( id: 8, corrupt: False ), Client id: 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
30,64_6,Real,7.192753909183645,8.768118775840037,"[1.0455702989370008, 1.4058392415988479, 0]","[Client id: 64, ( id: 4, corrupt: False ), Client id: 40]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
31,95_13,Real,6.287783586487073,8.768118775840037,"[0.05595256368590649, 0.7419463402255342, 0]","[Client id: 95, ( id: 4, corrupt: False ), Client id: 61]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
32,43_3,Real,1.0631332528169963,8.768118775840037,"[0.5384026945870987, 2.562979819108876, 0]","[Client id: 43, ( id: 4, corrupt: False ), Client id: 95]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
33,17_5,Real,7.276209174490133,8.768118775840037,"[4.653361258515679, 0.1310352537643576, 0]","[Client id: 17, ( id: 4, corrupt: False ), Client id: 50]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
34,44_12,Real,6.360702643344733,8.768118775840037,"[0.2597757420559531, 1.2268431811350566, 0]","[Client id: 44, ( id: 4, corrupt: False ), Client id: 67]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35,92_7,Real,4.81046128061647,8.768118775840037,"[0.6840012231338112, 0.6159726831629663, 0]","[Client id: 92, ( id: 4, corrupt: False ), Client id: 51]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
36,91_3,Real,2.8484461785809128,8.768118775840037,"[2.257641718722082, 0.31132477355212007, 0]","[Client id: 91, ( id: 4, corrupt: False ), Client id: 92]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37,3_4,Real,1.678355877481052,8.768118775840037,"[0.27528753295046987, 0.48784057942131576, 0]","[Client id: 3, ( id: 4, corrupt: False ), Client id: 24]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38,17_1,Real,0.1493066411670555,8.768118775840037,"[0.1493066411670555, 0.5432006859017673, 0]","[Client id: 17, ( id: 4, corrupt: False ), Client id: 90]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
39,61_6,Real,3.829995405352686,8.768118775840037,"[0.45019332717724736, 1.4989158197614563, 0]","[Client id: 61, ( id: 4, corrupt: False ), Client id: 68]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
40,77_4,Real,2.5036148246512995,8.86093737018998,"[0.10815397013464985, 1.2985424405054289, 0]","[Client id: 77, ( id: 5, corrupt: False ), Client id: 24]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41,6_2,Real,2.006656423271737,8.86093737018998,"[0.6172164474628996, 0.14989406719220616, 0]","[Client id: 6, ( id: 5, corrupt: False ), Client id: 18]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
42,6_1,Real,1.3894399758088376,8.86093737018998,"[1.3894399758088376, 0.2544659095358004, 0]","[Client id: 6, ( id: 5, corrupt: False ), Client id: 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
43,71_10,Real,6.732760258056661,8.86093737018998,"[0.08114562984624012, 0.3669544154783912, 0]","[Client id: 71, ( id: 5, corrupt: False ), Client id: 90]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44,10_7,Real,6.253928179395383,8.86093737018998,"[1.6421767565588408, 0.23399709081186212, 0]","[Client id: 10, ( id: 5, corrupt: False ), Client id: 38]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45,36_13,Real,7.6070508682707025,8.86093737018998,"[0.504689435746871, 1.4078619401335206, 0]","[Client id: 36, ( id: 5, corrupt: False ), Client id: 39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,31_2,Real,0.15567490726990074,8.86093737018998,"[0.0626892636833444, 0.3777268362205421, 0]","[Client id: 31, ( id: 5, corrupt: False ), Client id: 45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47,67_2,Real,3.534291850048801,8.86093737018998,"[1.3581245124010932, 2.815424975176508, 0]","[Client id: 67, ( id: 5, corrupt: False ), Client id: 30]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
48,72_9,Real,5.5481901252917165,8.86093737018998,"[0.11177288459252001, 0.20835075749967022, 0]","[Client id: 72, ( id: 5, corrupt: False ), Client id: 8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,43_2,Real,0.5247305582298978,8.86093737018998,"[0.4754527090418002, 0.8734660259628921, 0]","[Client id: 43, ( id: 5, corrupt: False ), Client id: 80]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
50,26_2,Real,1.0724385893625201,9.12721499296533,"[0.9384423581623942, 0.2967860297203597, 0]","[Client id: 26, ( id: 1, corrupt: False ), Client id: 58]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51,83_2,Real,0.3603241518957787,9.12721499296533,"[0.1824199517863706, 0.5570141783259575, 0]","[Client id: 83, ( id: 1, corrupt: False ), Client id: 53]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52,85_4,Real,4.690906703741525,9.12721499296533,"[1.1333729564194523, 0.46746439765522957, 0]","[Client id: 85, ( id: 1, corrupt: False ), Client id: 30]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53,46_4,Real,4.375171216155641,9.12721499296533,"[0.13140382655280403, 0.10573175822254273, 0]","[Client id: 46, ( id: 1, corrupt: False ), Client id: 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,53_2,Real,0.8651727137206191,9.12721499296533,"[0.32670699902294315, 0.4314226861399922, 0]","[Client id: 53, ( id: 1, corrupt: False ), Client id: 50]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55,51_1,Real,2.283302261104334,9.12721499296533,"[2.283302261104334, 0.22369405114778665, 0]","[Client id: 51, ( id: 1, corrupt: False ), Client id: 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56,63_10,Real,8.68115092524496,9.12721499296533,"[0.47643213937949, 0.1873848031939423, 0]","[Client id: 63, ( id: 1, corrupt: False ), Client id: 32]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57,99_1,Real,0.7829561925580008,9.12721499296533,"[0.7829561925580008, 0.07537772802805148, 0]","[Client id: 99, ( id: 1, corrupt: False ), Client id: 75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
58,8_8,Real,6.645561067363997,9.12721499296533,"[0.0146728817522257, 1.747596909405187, 0]","[Client id: 8, ( id: 1, corrupt: False ), Client id: 34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
59,35_6,Real,4.174427297896716,9.12721499296533,"[0.9532120766992522, 0.10245850318733501, 0]","[Client id: 35, ( id: 1, corrupt: False ), Client id: 66]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
60,88_6,Real,7.507979779319307,9.346636005177876,"[3.180287258337353, 1.6204698010085536, 0]","[Client id: 88, ( id: 5, corrupt: False ), Client id: 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61,29_1,Real,0.5255025968633847,9.346636005177876,"[0.5255025968633847, 0.06005170334429504, 0]","[Client id: 29, ( id: 5, corrupt: False ), Client id: 70]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62,0_6,Real,6.930355301886802,9.346636005177876,"[0.5736713463275208, 0.8379022554227935, 0]","[Client id: 0, ( id: 5, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,25_2,Real,1.922105730827162,9.346636005177876,"[0.4050300154200893, 0.4746551270798618, 0]","[Client id: 25, ( id: 5, corrupt: False ), Client id: 82]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,49_2,Real,1.1111002706973165,9.346636005177876,"[0.3909537788924523, 1.1994342133655762, 0]","[Client id: 49, ( id: 5, corrupt: False ), Client id: 67]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65,11_13,Real,8.861387401440625,9.346636005177876,"[0.08893194316143783, 1.820281508568047, 0]","[Client id: 11, ( id: 5, corrupt: False ), Client id: 17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,63_1,Real,0.3299933542707991,9.346636005177876,"[0.3299933542707991, 0.6130324992066918, 0]","[Client id: 63, ( id: 5, corrupt: False ), Client id: 55]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67,3_6,Real,3.0933804572083194,9.346636005177876,"[1.293375231042221, 0.49180822306133204, 0]","[Client id: 3, ( id: 5, corrupt: False ), Client id: 34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,37_10,Real,6.382031342169697,9.346636005177876,"[0.5403223147943897, 0.3584465448879746, 0]","[Client id: 37, ( id: 5, corrupt: False ), Client id: 25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,26_6,Real,4.090057957358081,9.346636005177876,"[0.6244577039643349, 2.680664939901638, 0]","[Client id: 26, ( id: 5, corrupt: False ), Client id: 48]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,89_1,Real,1.6777189814858682,9.409334222400298,"[1.6777189814858682, 0.21100996202919697, 0]","[Client id: 89, ( id: 7, corrupt: False ), Client id: 66]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
71,57_9,Real,9.034195059569312,9.409334222400298,"[0.4262703271893503, 0.02102012371362262, 0]","[Client id: 57, ( id: 7, corrupt: False ), Client id: 67]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,65_1,Real,0.48517541702880984,9.409334222400298,"[0.48517541702880984, 0.7462314811663449, 0]","[Client id: 65, ( id: 7, corrupt: False ), Client id: 51]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73,17_3,Real,2.4164823694264825,9.409334222400298,"[0.571418426783529, 0.2573172119952706, 0]","[Client id: 17, ( id: 7, corrupt: False ), Client id: 59]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,75_2,Real,0.8485031600519677,9.409334222400298,"[0.3452475675965838, 1.081173020136307, 0]","[Client id: 75, ( id: 7, corrupt: False ), Client id: 48]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75,80_1,Real,0.10127920291401472,9.409334222400298,"[0.10127920291401472, 0.9219522598240328, 0]","[Client id: 80, ( id: 7, corrupt: False ), Client id: 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,72_11,Real,6.611015855561088,9.409334222400298,"[0.596614333700402, 1.2427569789642092, 0]","[Client id: 72, ( id: 7, corrupt: False ), Client id: 35]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
77,90_7,Real,6.372000990497515,9.409334222400298,"[2.5902458763336553, 0.2362271935930806, 0]","[Client id: 90, ( id: 7, corrupt: False ), Client id: 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78,59_6,Real,4.8367070150119815,9.409334222400298,"[0.45850414297902603, 1.2058204544866353, 0]","[Client id: 59, ( id: 7, corrupt: False ), Client id: 30]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,81_5,Real,4.7665182167408044,9.409334222400298,"[0.23781917286793186, 0.21360968320504178, 0]","[Client id: 81, ( id: 7, corrupt: False ), Client id: 45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80,78_13,Real,9.072149650301782,9.4755610539226,"[1.7155500687526448, 2.6337403570091125, 0]","[Client id: 78, ( id: 3, corrupt: False ), Client id: 58]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81,11_7,Real,4.2964594408035115,9.4755610539226,"[0.01673485242065287, 0.4974774405712645, 0]","[Client id: 11, ( id: 3, corrupt: False ), Client id: 93]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,90_11,Real,7.8396839442840305,9.4755610539226,"[0.5235349827092234, 1.1564734741138143, 0]","[Client id: 90, ( id: 3, corrupt: False ), Client id: 82]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
83,60_3,Real,3.147518566025047,9.4755610539226,"[2.18450484725685, 0.8067745258762751, 0]","[Client id: 60, ( id: 3, corrupt: False ), Client id: 94]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84,27_9,Real,6.94944793823439,9.4755610539226,"[0.027519322677043247, 0.08422498755698472, 0]","[Client id: 27, ( id: 3, corrupt: False ), Client id: 88]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85,43_9,Real,8.188621781756448,9.4755610539226,"[0.3891872377212566, 1.5641064487279157, 0]","[Client id: 43, ( id: 3, corrupt: False ), Client id: 75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
86,12_7,Real,7.422878031169759,9.4755610539226,"[1.8653178719755172, 0.8929308537879959, 0]","[Client id: 12, ( id: 3, corrupt: False ), Client id: 45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
87,51_7,Real,4.544584611318186,9.4755610539226,"[0.06855710850603289, 2.5909560684648416, 0]","[Client id: 51, ( id: 3, corrupt: False ), Client id: 86]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
88,43_7,Real,7.025540350610583,9.4755610539226,"[1.2694555280015765, 1.1182966684610363, 0]","[Client id: 43, ( id: 3, corrupt: False ), Client id: 91]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,43_1,Real,0.0492778491880976,9.4755610539226,"[0.0492778491880976, 3.9338304692202724, 0]","[Client id: 43, ( id: 3, corrupt: False ), Client id: 90]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
90,73_7,Real,3.640514790970488,9.773554758786009,"[0.6785013718209683, 0.43764889716173544, 0]","[Client id: 73, ( id: 9, corrupt: False ), Client id: 47]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,7_3,Real,2.911215106820808,9.773554758786009,"[0.6859255662137418, 0.3760025137351165, 0]","[Client id: 7, ( id: 9, corrupt: False ), Client id: 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
92,38_4,Real,0.5370591341435408,9.773554758786009,"[0.0718635870724965, 0.2595976671060324, 0]","[Client id: 38, ( id: 9, corrupt: False ), Client id: 34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
93,74_1,Real,1.1351591737125946,9.773554758786009,"[1.1351591737125946, 0.22092480776389306, 0]","[Client id: 74, ( id: 9, corrupt: False ), Client id: 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,31_5,Real,1.570069071503713,9.773554758786009,"[0.05718184290848474, 1.2847924901149719, 0]","[Client id: 31, ( id: 9, corrupt: False ), Client id: 51]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
95,75_8,Real,9.113532815792635,9.773554758786009,"[1.7129349104595806, 0.5018002704699083, 0]","[Client id: 75, ( id: 9, corrupt: False ), Client id: 92]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,46_5,Real,4.665767462731662,9.773554758786009,"[0.2905962465760212, 3.7041219536876047, 0]","[Client id: 46, ( id: 9, corrupt: False ), Client id: 38]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
97,57_10,Real,9.251590838247216,9.773554758786009,"[0.21739577867790374, 1.2081122744562547, 0]","[Client id: 57, ( id: 9, corrupt: False ), Client id: 76]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,19_7,Real,7.721255957341604,9.773554758786009,"[2.3370613056707135, 1.5041984980193737, 0]","[Client id: 19, ( id: 9, corrupt: False ), Client id: 39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,36_5,Real,1.9433929716600198,9.773554758786009,"[0.7424080864014974, 1.1496068997863846, 0]","[Client id: 36, ( id: 9, corrupt: False ), Client id: 56]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
