,MessageID,MessageType,MessageTimeLeft,MessageDelay,MessageRoute
1503,55_20,Real,14.201853278027112,"[0.9269547260034415, 2.6179797105447715, 0]","[Client id: 55, ( id: 3, corrupt: False ), Client id: 64]"
1504,79_17,Real,14.221604533875544,"[0.21888667656350522, 0.3607943065223927, 0]","[Client id: 79, ( id: 6, corrupt: False ), Client id: 70]"
1505,36_18,Real,14.231161057528727,"[2.6958944023155924, 1.0027204631132103, 0]","[Client id: 36, ( id: 3, corrupt: False ), Client id: 78]"
1506,74_12,Real,14.235411626833178,"[1.3923417836346925, 2.921795656762418, 0]","[Client id: 74, ( id: 2, corrupt: False ), Client id: 52]"
1507,22_17,Real,14.238252856691576,"[1.9090989344444345, 0.6659533469396144, 0]","[Client id: 22, ( id: 8, corrupt: False ), Client id: 20]"
1508,29_16,Real,14.240524781035742,"[2.2427541617507964, 1.584113103961817, 0]","[Client id: 29, ( id: 6, corrupt: False ), Client id: 69]"
1509,52_18,Real,14.242606771046306,"[0.06437265464253845, 1.1858745478743955, 0]","[Client id: 52, ( id: 5, corrupt: False ), Client id: 57]"
1510,28_8,Real,14.245331813405272,"[1.186684601017797, 0.12132560611720856, 0]","[Client id: 28, ( id: 7, corrupt: False ), Client id: 26]"
1511,10_14,Real,14.26093512162455,"[1.1438817390458627, 0.45867534523176756, 0]","[Client id: 10, ( id: 9, corrupt: False ), Client id: 72]"
1512,4_20,Real,14.28222092394785,"[0.6501761511786909, 1.4231289363281687, 0]","[Client id: 4, ( id: 5, corrupt: False ), Client id: 57]"
1513,3_14,Real,14.292733563334314,"[1.9671770993188102, 0.8874775580084252, 0]","[Client id: 3, ( id: 2, corrupt: False ), Client id: 22]"
1514,87_19,Real,14.305311959114393,"[3.806121092267153, 0.32207149540987895, 0]","[Client id: 87, ( id: 6, corrupt: False ), Client id: 50]"
1515,64_16,Real,14.30884409385566,"[0.12290222204130173, 0.4524528711136655, 0]","[Client id: 64, ( id: 10, corrupt: False ), Client id: 89]"
1516,78_22,Real,14.318581491257927,"[0.7503090904772989, 0.9713037688380859, 0]","[Client id: 78, ( id: 4, corrupt: False ), Client id: 30]"
